x;p1;p2;p3;p4
1.83;4.81202e-006;8.02746e-006;6.70121e-006;-3.31871e-005
1.835;1.35812e-005;3.85832e-006;5.9485e-006;-3.29301e-005
1.84;-1.0181e-005;-4.98278e-006;5.22336e-006;-3.25879e-005
1.845;-1.46823e-005;-1.3869e-005;4.67242e-006;-3.2161e-005
1.85;5.52141e-006;-1.84866e-005;4.40478e-006;-3.1651e-005
1.855;1.56604e-006;-1.84417e-005;4.48154e-006;-3.10596e-005
1.86;1.14325e-005;-1.60353e-005;4.91048e-006;-3.03892e-005
1.865;-1.60097e-006;-1.24363e-005;5.64627e-006;-2.96427e-005
1.87;-3.82327e-006;-6.19588e-006;6.59609e-006;-2.88231e-005
1.875;-9.71459e-006;4.10595e-006;7.63033e-006;-2.79341e-005
1.88;-4.81617e-006;1.63605e-005;8.59691e-006;-2.69795e-005
1.885;1.40569e-005;2.49823e-005;9.33811e-006;-2.59634e-005
1.89;1.63527e-005;2.49469e-005;9.70803e-006;-2.489e-005
1.895;-1.54492e-005;1.58445e-005;9.58901e-006;-2.37637e-005
1.9;-1.76079e-005;2.12151e-006;8.90533e-006;-2.25889e-005
1.905;6.29126e-006;-1.01481e-005;7.633e-006;-2.13702e-005
1.91;1.07145e-005;-1.65596e-005;5.80453e-006;-2.0112e-005
1.915;1.50565e-005;-1.55682e-005;3.50826e-006;-1.88185e-005
1.92;-8.7605e-006;-8.35004e-006;8.82457e-007;-1.74941e-005
1.925;-3.38587e-005;1.42522e-006;-1.89556e-006;-1.61427e-005
1.93;1.83047e-005;8.5816e-006;-4.62399e-006;-1.47681e-005
1.935;2.04365e-005;9.24776e-006;-7.0937e-006;-1.33738e-005
1.94;-3.61135e-006;3.94662e-006;-9.10634e-006;-1.19632e-005
1.945;-8.71613e-006;-2.46847e-006;-1.04918e-005;-1.05391e-005
1.95;-1.28668e-005;-4.96273e-006;-1.11234e-005;-9.10403e-006
1.955;4.72668e-006;-2.84151e-006;-1.09299e-005;-7.66029e-006
1.96;8.8077e-006;4.55813e-008;-9.90261e-006;-6.20967e-006
1.965;8.82515e-006;-3.21715e-007;-8.09727e-006;-4.75368e-006
1.97;-2.9372e-006;-3.886e-006;-5.63109e-006;-3.29338e-006
1.975;-1.78816e-005;-6.87525e-006;-2.67428e-006;-1.82951e-006
1.98;2.2976e-006;-6.10424e-006;5.62671e-007;-3.62434e-007
1.985;1.00632e-005;-2.30719e-006;3.84491e-006;1.10781e-006
1.99;2.64832e-006;1.0669e-006;6.9312e-006;2.58154e-006
1.995;-1.32232e-006;2.00825e-006;9.59224e-006;4.0593e-006
2;-5.60134e-006;2.30786e-006;1.16281e-005;5.54197e-006
2.005;2.741e-007;5.45262e-006;1.28829e-005;7.03056e-006
2.01;2.14155e-006;1.21729e-005;1.32566e-005;8.52632e-006
2.015;-2.58034e-006;1.82879e-005;1.27116e-005;1.00306e-005
2.02;-1.2542e-008;1.74155e-005;1.1275e-005;1.1545e-005
2.025;1.03715e-005;6.56386e-006;9.0356e-006;1.30709e-005
2.03;-1.17402e-005;-1.02343e-005;6.13739e-006;1.46098e-005
2.035;7.31923e-007;-2.37265e-005;2.76797e-006;1.61632e-005
2.04;1.358e-005;-2.57456e-005;-8.54832e-007;1.77325e-005
2.045;-2.08666e-005;-1.52683e-005;-4.49834e-006;1.93188e-005
2.05;3.23142e-006;5.59212e-007;-7.93072e-006;2.09231e-005
2.055;1.75579e-005;1.14151e-005;-1.09361e-005;2.25462e-005
2.06;-6.5224e-006;1.11175e-005;-1.33278e-005;2.41884e-005
2.065;-8.76132e-006;1.76729e-006;-1.49592e-005;2.58499e-005
2.07;1.96674e-006;-8.18911e-006;-1.5732e-005;2.75302e-005
2.075;1.12466e-006;-1.01954e-005;-1.56003e-005;2.92288e-005
2.08;4.65591e-006;-1.51196e-006;-1.45722e-005;3.09444e-005
2.085;1.65653e-006;1.29609e-005;-1.27081e-005;3.26752e-005
2.09;-9.07735e-006;2.37496e-005;-1.01162e-005;3.44192e-005
2.095;3.45727e-006;2.2763e-005;-6.94529e-006;3.61735e-005
2.1;-2.81093e-006;8.73771e-006;-3.3763e-006;3.79349e-005
2.105;5.91844e-006;-1.11317e-005;3.87963e-007;3.96997e-005
2.11;3.01123e-006;-2.49974e-005;4.13371e-006;4.14633e-005
2.115;-1.59988e-007;-2.40002e-005;7.64755e-006;4.3221e-005
2.12;-7.59671e-006;-8.89297e-006;1.07277e-005;4.49673e-005
2.125;-2.16632e-005;9.66278e-006;1.31946e-005;4.66962e-005
2.13;3.97458e-005;1.83919e-005;1.4901e-005;4.84013e-005
2.135;-4.79145e-006;1.12997e-005;1.57398e-005;5.00756e-005
2.14;-1.05338e-005;-5.77625e-006;1.56512e-005;5.17118e-005
2.145;-5.83883e-006;-1.98955e-005;1.46262e-005;5.33023e-005
2.15;-3.81569e-006;-2.10115e-005;1.27091e-005;5.48388e-005
2.155;8.44906e-006;-8.84472e-006;9.99613e-006;5.63132e-005
2.16;1.24554e-005;8.41018e-006;6.63105e-006;5.77168e-005
2.165;-8.45089e-006;2.11607e-005;2.79843e-006;5.90408e-005
2.17;-8.48198e-006;2.46463e-005;-1.28634e-006;6.02764e-005
2.175;1.12737e-006;1.99213e-005;-5.38916e-006;6.14148e-005
2.18;2.36872e-006;1.06073e-005;-9.27109e-006;6.24471e-005
2.185;1.78048e-005;-4.4759e-007;-1.2703e-005;6.33645e-005
2.19;-2.96791e-005;-1.17104e-005;-1.54804e-005;6.41584e-005
2.195;1.07787e-005;-2.12068e-005;-1.74363e-005;6.48206e-005
2.2;7.69485e-006;-2.52301e-005;-1.84531e-005;6.53431e-005
2.205;1.00355e-006;-1.98479e-005;-1.84707e-005;6.57181e-005
2.21;3.90349e-006;-4.81248e-006;-1.74905e-005;6.59387e-005
2.215;-2.84617e-005;1.35801e-005;-1.55761e-005;6.59983e-005
2.22;1.01696e-005;2.45842e-005;-1.28487e-005;6.58908e-005
2.225;2.04563e-005;2.02052e-005;-9.47941e-006;6.56108e-005
2.23;9.29845e-007;2.28051e-006;-5.67699e-006;6.5154e-005
2.235;-1.03881e-005;-1.72392e-005;-1.67367e-006;6.45164e-005
2.24;-2.68524e-005;-2.43535e-005;2.29103e-006;6.3695e-005
2.245;3.12254e-005;-1.34755e-005;5.98677e-006;6.26878e-005
2.25;3.65553e-006;8.14342e-006;9.20804e-006;6.14936e-005
2.255;-1.0934e-005;2.55219e-005;1.17878e-005;6.01122e-005
2.26;-8.50534e-006;2.65478e-005;1.36081e-005;5.85442e-005
2.265;1.25875e-005;1.0343e-005;1.46069e-005;5.67915e-005
2.27;1.0819e-006;-1.21994e-005;1.47809e-005;5.48567e-005
2.275;-6.82402e-006;-2.58444e-005;1.41833e-005;5.27436e-005
2.28;3.70343e-006;-2.14164e-005;1.29184e-005;5.04569e-005
2.285;-3.5158e-006;-2.18199e-006;1.11318e-005;4.80023e-005
2.29;1.10625e-006;1.83133e-005;8.99825e-006;4.53865e-005
2.295;-3.61517e-006;2.57263e-005;6.70746e-006;4.2617e-005
2.3;1.01759e-005;1.51259e-005;4.44948e-006;3.97025e-005
2.305;-3.60336e-006;-5.59889e-006;2.40036e-006;3.66523e-005
2.31;4.94688e-006;-2.1882e-005;7.09374e-007;3.34765e-005
2.315;-8.77871e-006;-2.35508e-005;-5.11272e-007;3.0186e-005
2.32;-1.98906e-005;-1.20271e-005;-1.19367e-006;2.67925e-005
2.325;2.93197e-005;2.12728e-006;-1.31791e-006;2.33083e-005
2.33;1.71992e-006;8.85986e-006;-9.12066e-007;1.97461e-005
2.335;2.64717e-006;6.68371e-006;-4.87722e-008;1.61191e-005
2.34;-2.21393e-005;2.12014e-006;1.16138e-006;1.24411e-005
2.345;4.16997e-006;1.95391e-006;2.57891e-006;8.72605e-006
2.35;1.25094e-006;6.49632e-006;4.04622e-006;4.98808e-006
2.355;-2.45261e-007;1.03305e-005;5.39935e-006;1.24155e-006
2.36;2.8295e-005;8.87483e-006;6.4798e-006;-2.49915e-006
2.365;-2.57183e-005;3.24463e-006;7.1457e-006;-6.21967e-006
2.37;-5.00311e-007;-1.66786e-006;7.28167e-006;-9.9058e-006
2.375;-6.85985e-006;-3.18933e-006;6.80687e-006;-1.35435e-005
2.38;1.08035e-006;-3.74518e-006;5.68079e-006;-1.71192e-005
2.385;1.99694e-005;-7.19063e-006;3.90669e-006;-2.06194e-005
2.39;-6.16713e-006;-1.29271e-005;1.53242e-006;-2.40314e-005
2.395;7.125e-006;-1.5105e-005;-1.35127e-006;-2.73428e-005
2.4;-1.67041e-005;-8.72498e-006;-4.61486e-006;-3.0542e-005
2.405;-2.34162e-005;3.72017e-006;-8.09636e-006;-3.36177e-005
2.41;2.43942e-005;1.30014e-005;-1.16097e-005;-3.65599e-005
2.415;3.35869e-005;1.17173e-005;-1.49548e-005;-3.93589e-005
2.42;-1.75671e-005;2.14443e-006;-1.79288e-005;-4.20061e-005
2.425;-3.65318e-005;-5.31898e-006;-2.0338e-005;-4.44937e-005
2.43;2.27282e-005;-2.23143e-006;-2.20102e-005;-4.68147e-005
2.435;-1.61007e-006;9.32436e-006;-2.28063e-005;-4.89634e-005
2.44;5.81196e-006;1.84106e-005;-2.26307e-005;-5.09346e-005
2.445;1.08234e-006;1.55471e-005;-2.14402e-005;-5.27243e-005
2.45;-4.66992e-007;1.60151e-006;-1.9249e-005;-5.43296e-005
2.455;6.31835e-006;-1.31534e-005;-1.61318e-005;-5.57484e-005
2.46;-2.07519e-005;-1.85657e-005;-1.22222e-005;-5.69796e-005
2.465;-6.48415e-006;-1.33714e-005;-7.7067e-006;-5.8023e-005
2.47;1.90619e-005;-5.01387e-006;-2.81564e-006;-5.88796e-005
2.475;2.4168e-005;-1.39858e-006;2.19036e-006;-5.9551e-005
2.48;-2.67412e-005;-3.33995e-006;7.03666e-006;-6.00399e-005
2.485;-9.85239e-006;-5.16501e-006;1.14527e-005;-6.03497e-005
2.49;7.54187e-006;-2.0177e-006;1.51911e-005;-6.04846e-005
2.495;-2.14958e-006;4.48214e-006;1.80456e-005;-6.04496e-005
2.5;7.60265e-006;8.24974e-006;1.98667e-005;-6.02505e-005
2.505;7.33953e-006;5.87899e-006;2.05742e-005;-5.98936e-005
2.51;4.13113e-007;9.13507e-007;2.01643e-005;-5.93857e-005
2.515;-2.05449e-005;4.18603e-007;1.87111e-005;-5.87345e-005
2.52;-4.96094e-006;7.25886e-006;1.63621e-005;-5.79477e-005
2.525;2.50377e-005;1.61379e-005;1.33279e-005;-5.70337e-005
2.53;-5.13573e-007;1.77919e-005;9.86643e-006;-5.60012e-005
2.535;-1.452e-005;7.62891e-006;6.26315e-006;-5.48592e-005
2.54;3.31305e-006;-9.26304e-006;2.80855e-006;-5.36167e-005
2.545;4.08063e-006;-2.15144e-005;-2.25065e-007;-5.22832e-005
2.55;9.0108e-006;-2.06064e-005;-2.60554e-006;-5.08681e-005
2.555;-2.34817e-005;-8.10409e-006;-4.15995e-006;-4.93807e-005
2.56;2.6344e-006;5.24447e-006;-4.79577e-006;-3.95706e-005
2.565;1.87916e-005;8.20711e-006;-4.48808e-006;-3.83784e-005
2.57;3.66749e-006;-1.44441e-006;-3.30275e-006;-3.71501e-005
2.575;-1.55106e-005;-1.47908e-005;-1.38371e-006;-3.58943e-005
2.58;-4.44796e-006;-1.91033e-005;1.05877e-006;-3.46193e-005
2.585;5.27767e-006;-8.54832e-006;3.76547e-006;-3.33331e-005
2.59;3.90896e-006;1.08619e-005;6.44969e-006;-3.20435e-005
2.595;-2.774e-008;2.6129e-005;8.82105e-006;-3.07579e-005
2.6;-2.28804e-006;2.75763e-005;1.06098e-005;-2.94831e-005
2.605;3.1372e-006;1.59175e-005;1.15893e-005;-2.82259e-005
2.61;-1.29604e-006;5.68229e-007;1.15953e-005;-2.69923e-005
2.615;3.98168e-006;-8.76169e-006;1.05405e-005;-2.57881e-005
2.62;-1.34986e-005;-9.64778e-006;8.42226e-006;-2.46183e-005
2.625;-8.43621e-006;-7.24377e-006;5.32473e-006;-2.34878e-005
2.63;2.96175e-005;-7.6025e-006;1.41356e-006;-2.24007e-005
2.635;6.16991e-006;-1.08946e-005;-3.0754e-006;-2.13608e-005
2.64;-2.063e-005;-1.14666e-005;-7.85286e-006;-2.03713e-005
2.645;-1.3808e-005;-4.65735e-006;-1.25969e-005;-1.94348e-005
2.65;2.66468e-006;7.01511e-006;-1.69765e-005;-1.85536e-005
2.655;1.78569e-005;1.52856e-005;-2.06755e-005;-1.77292e-005
2.66;1.08207e-005;1.40076e-005;-2.34163e-005;-1.69629e-005
2.665;-2.57763e-006;5.13062e-006;-2.49803e-005;-1.62554e-005
2.67;-2.63405e-005;-3.56129e-006;-2.52249e-005;-1.56068e-005
2.675;-1.26568e-005;-6.32339e-006;-2.40948e-005;-1.50169e-005
2.68;3.73639e-005;-4.37756e-006;-2.16275e-005;-1.44849e-005
2.685;1.69272e-006;-3.00376e-006;-1.79523e-005;-1.40097e-005
2.69;-1.06631e-005;-4.71828e-006;-1.32828e-005;-1.35896e-005
2.695;-8.18638e-006;-6.38439e-006;-7.90297e-006;-1.32227e-005
2.7;-2.06078e-006;-3.21521e-006;-2.14908e-006;-1.29067e-005
2.705;1.11895e-005;5.02049e-006;3.61338e-006;-1.26386e-005
2.71;-5.07682e-006;1.24244e-005;9.01451e-006;-1.24156e-005
2.715;3.96884e-006;1.19126e-005;1.37057e-005;-1.2234e-005
2.72;-5.2943e-006;2.04959e-006;1.73845e-005;-1.20903e-005
2.725;7.53848e-006;-1.07137e-005;1.98159e-005;-1.19804e-005
2.73;4.31055e-006;-1.6754e-005;2.08504e-005;-1.19001e-005
2.735;-2.82622e-005;-1.1106e-005;2.04356e-005;-1.18449e-005
2.74;1.98801e-005;2.2851e-006;1.86209e-005;-1.18102e-005
2.745;6.3348e-006;1.36053e-005;1.5556e-005;-1.17911e-005
2.75;-3.45201e-006;1.49411e-005;1.14812e-005;-1.17826e-005
2.755;-4.3432e-006;6.23434e-006;6.71172e-006;-1.17797e-005
2.76;-3.23785e-006;-5.2533e-006;1.6161e-006;-1.17771e-005
2.765;3.39467e-006;-1.09436e-005;-3.41002e-006;-1.17696e-005
2.77;1.34964e-006;-7.19497e-006;-7.97234e-006;-1.17519e-005
2.775;-1.0289e-006;2.82349e-006;-1.17069e-005;-1.17188e-005
2.78;-2.61531e-006;1.22085e-005;-1.43078e-005;-1.16649e-005
2.785;1.33457e-005;1.52363e-005;-1.55506e-005;-1.15851e-005
2.79;-1.54791e-005;1.04177e-005;-1.53112e-005;-1.14744e-005
2.795;-5.28023e-006;2.56706e-007;-1.35766e-005;-1.13276e-005
2.8;2.1588e-005;-1.10218e-005;-1.04481e-005;-1.11399e-005
2.805;-1.0149e-005;-1.95931e-005;-6.13628e-006;-1.09068e-005
2.81;-6.97131e-006;-2.28911e-005;-9.46711e-007;-1.06237e-005
2.815;2.9279e-006;-1.95995e-005;4.741e-006;-1.02866e-005
2.82;4.99752e-006;-9.75716e-006;1.05007e-005;-9.89136e-006
2.825;7.8811e-006;4.55838e-006;1.58909e-005;-9.43448e-006
2.83;-1.1197e-005;1.86229e-005;2.04882e-005;-8.91263e-006
2.835;-1.38101e-005;2.60417e-005;2.39193e-005;-8.32287e-006
2.84;1.72975e-005;2.21281e-005;2.589e-005;-7.66261e-006
2.845;6.63523e-006;8.00866e-006;2.62083e-005;-6.92971e-006
2.85;-1.21844e-005;-8.33239e-006;2.48002e-005;-6.12243e-006
2.855;1.11914e-005;-1.65074e-005;2.17161e-005;-5.23946e-006
2.86;-3.14747e-006;-1.13199e-005;1.71284e-005;-4.27995e-006
2.865;-3.55389e-005;2.71866e-006;1.13192e-005;-3.24353e-006
2.87;3.64982e-005;1.45235e-005;4.65981e-006;-2.13034e-006
2.875;1.79606e-005;1.51975e-005;-2.41666e-006;-9.40974e-007
2.88;-2.38505e-005;4.90756e-006;-9.44729e-006;3.23475e-007
2.885;-1.3825e-006;-8.12887e-006;-1.59736e-005;1.66134e-006
2.89;-2.5094e-005;-1.50726e-005;-2.15752e-005;3.07052e-006
2.895;2.88698e-005;-1.31139e-005;-2.59005e-005;4.54838e-006
2.9;2.58813e-005;-5.98686e-006;-2.86916e-005;6.0918e-006
2.905;-2.39592e-005;4.46692e-007;-2.9802e-005;7.69718e-006
2.91;-2.49903e-005;2.58013e-006;-2.92052e-005;9.36044e-006
2.915;3.03489e-006;4.6601e-007;-2.69945e-005;1.1077e-005
2.92;3.40744e-005;-3.12217e-006;-2.33732e-005;1.2842e-005
2.925;1.20131e-005;-4.5957e-006;-1.86367e-005;1.46499e-005
2.93;-3.90929e-005;-1.96726e-006;-1.31483e-005;1.6495e-005
2.935;-2.20737e-005;3.28845e-006;-7.30964e-006;1.83712e-005
2.94;3.50068e-005;7.07492e-006;-1.52985e-006;2.0272e-005
2.945;2.50018e-005;6.44766e-006;3.80555e-006;2.21906e-005
2.95;-9.53109e-006;2.74457e-006;8.36257e-006;2.41201e-005
2.955;-5.06152e-005;2.8298e-007;1.18819e-005;2.60532e-005
2.96;2.22894e-005;1.7279e-006;1.4195e-005;2.79826e-005
2.965;2.20673e-005;5.30861e-006;1.5233e-005;2.99007e-005
2.97;3.72534e-006;6.86736e-006;1.50266e-005;3.17998e-005
2.975;-1.22469e-005;4.11801e-006;1.36989e-005;3.36724e-005
2.98;-1.68223e-005;-1.43929e-006;1.14501e-005;3.55107e-005
2.985;5.40897e-006;-6.12641e-006;8.5382e-006;3.73071e-005
2.99;7.56647e-006;-6.8111e-006;5.2545e-006;3.9054e-005
2.995;1.79515e-005;-2.61612e-006;1.89904e-006;4.07441e-005
3;4.83736e-007;4.3263e-006;-1.24399e-006;4.237e-005
3.005;-3.95491e-005;8.90233e-006;-3.92765e-006;4.39248e-005
3.01;-1.0395e-006;5.25686e-006;-5.95932e-006;4.54016e-005
3.015;2.70135e-005;-8.17254e-006;-7.21191e-006;4.67938e-005
3.02;3.18961e-005;-2.45318e-005;-7.62875e-006;4.80954e-005
3.025;-2.72289e-005;-3.11999e-005;-7.22211e-006;4.93004e-005
3.03;-4.14557e-005;-1.97729e-005;-6.06594e-006;5.04034e-005
3.035;2.95232e-005;4.89896e-006;-4.28395e-006;5.13993e-005
3.04;-3.68925e-006;2.6584e-005;-2.0345e-006;5.22835e-005
3.045;2.52864e-005;3.07029e-005;5.05861e-007;5.30517e-005
3.05;-3.28607e-006;1.69919e-005;3.15864e-006;5.37002e-005
3.055;-1.51364e-005;-4.98806e-007;5.75763e-006;5.42258e-005
3.06;-1.75969e-005;-6.38472e-006;8.16e-006;5.46257e-005
3.065;-7.24948e-006;2.42936e-006;1.02534e-005;5.48976e-005
3.07;5.65111e-005;1.51693e-005;1.19585e-005;5.50397e-005
3.075;-2.91599e-005;1.82405e-005;1.32282e-005;5.50507e-005
3.08;-4.28857e-006;7.56733e-006;1.40425e-005;5.49297e-005
3.085;5.26732e-006;-9.13089e-006;1.44019e-005;5.46765e-005
3.09;-1.50587e-005;-2.07528e-005;1.43197e-005;5.42911e-005
3.095;9.71431e-006;-2.26489e-005;1.38143e-005;5.37742e-005
3.1;4.20768e-006;-1.87047e-005;1.29036e-005;5.31267e-005
3.105;4.00664e-006;-1.50929e-005;1.1602e-005;5.23501e-005
3.11;-3.22521e-006;-1.31063e-005;9.91951e-006;5.14462e-005
3.115;-5.13098e-006;-8.49252e-006;7.86498e-006;5.04174e-005
3.12;2.61524e-006;2.46551e-006;5.45093e-006;4.9266e-005
3.125;-4.92657e-006;1.68463e-005;2.70043e-006;4.79953e-005
3.13;-3.72524e-006;2.57883e-005;-3.45708e-007;4.66082e-005
3.135;1.69803e-005;2.21119e-005;-3.62273e-006;4.51085e-005
3.14;-4.55123e-006;7.8683e-006;-7.03786e-006;4.35e-005
3.145;1.87111e-006;-5.86811e-006;-1.04694e-005;4.17867e-005
3.15;-1.00434e-005;-7.83063e-006;-1.377e-005;3.99729e-005
3.155;-9.63864e-006;3.39641e-006;-1.67734e-005;3.80632e-005
3.16;1.56366e-005;1.73785e-005;-1.93058e-005;3.60622e-005
3.165;4.45975e-006;2.03099e-005;-2.11992e-005;3.39748e-005
3.17;-2.95111e-006;6.90777e-006;-2.23068e-005;3.18061e-005
3.175;-2.57369e-006;-1.46941e-005;-2.25183e-005;2.95611e-005
3.18;-6.85311e-007;-2.94404e-005;-2.17735e-005;2.72451e-005
3.185;-7.07325e-006;-2.76765e-005;-2.00722e-005;2.48634e-005
3.19;5.61518e-006;-1.27646e-005;-1.74797e-005;2.24216e-005
3.195;-8.08526e-007;2.3302e-006;-1.41266e-005;1.99251e-005
3.2;7.13916e-006;6.2784e-006;-1.02024e-005;1.73795e-005
3.205;3.70958e-006;-1.2948e-006;-5.94343e-006;1.47905e-005
3.21;-1.50037e-005;-1.02248e-005;-1.61579e-006;1.21638e-005
3.215;4.60673e-006;-9.23444e-006;2.50509e-006;9.50507e-006
3.22;-2.57864e-006;3.99403e-006;6.15666e-006;6.8202e-006
3.225;3.3977e-006;2.07057e-005;9.11111e-006;4.11499e-006
3.23;5.77193e-006;2.84416e-005;1.11948e-005;1.3953e-006
3.235;-4.39792e-006;2.13858e-005;1.23032e-005;-1.33296e-006
3.24;1.22235e-006;4.98913e-006;1.24108e-005;-4.0639e-006
3.245;-3.0038e-006;-8.71752e-006;1.15731e-005;-6.79154e-006
3.25;1.78838e-006;-1.09261e-005;9.92259e-006;-9.50993e-006
3.255;-1.08009e-005;-2.81417e-006;7.65784e-006;-1.22131e-005
3.26;1.48934e-005;6.05858e-006;5.02638e-006;-1.48951e-005
3.265;3.97653e-006;6.05706e-006;2.30386e-006;-1.75498e-005
3.27;-1.19949e-005;-4.49602e-006;-2.29416e-007;-2.01715e-005
3.275;-3.77468e-006;-1.79844e-005;-2.31221e-006;-2.27539e-005
3.28;1.14465e-005;-2.36673e-005;-3.72432e-006;-2.52914e-005
3.285;3.15397e-006;-1.62905e-005;-4.30489e-006;-2.77779e-005
3.29;-1.33739e-005;-4.07519e-007;-3.96568e-006;-3.02076e-005
3.295;-5.72488e-006;1.2963e-005;-2.69808e-006;-3.25748e-005
3.3;1.83314e-005;1.49156e-005;-5.73488e-007;-3.48737e-005
3.305;1.38438e-006;5.80238e-006;2.2628e-006;-3.70989e-005
3.31;-5.55975e-006;-5.04786e-006;5.60359e-006;-3.92448e-005
3.315;-6.42379e-006;-7.2018e-006;9.19657e-006;-4.13062e-005
3.32;-4.3758e-006;1.8783e-006;1.27643e-005;-4.32779e-005
3.325;4.92686e-006;1.45712e-005;1.60259e-005;-4.51551e-005
3.33;1.12532e-005;1.97062e-005;1.87184e-005;-4.6933e-005
3.335;-4.96377e-006;1.22273e-005;2.06162e-005;-4.86071e-005
3.34;-3.44866e-006;-2.67853e-006;2.15476e-005;-5.01733e-005
3.345;9.0773e-006;-1.4461e-005;2.14069e-005;-5.16277e-005
3.35;-2.26012e-005;-1.63255e-005;2.01606e-005;-5.29667e-005
3.355;-3.22709e-007;-1.02009e-005;1.78489e-005;-5.41871e-005
3.36;2.99535e-005;-3.45403e-006;1.45817e-005;-5.52861e-005
3.365;-1.5241e-006;-1.23036e-006;1.05295e-005;-5.62611e-005
3.37;-1.63476e-005;-2.14048e-006;5.91023e-006;-5.71102e-005
3.375;-1.58602e-005;-1.02978e-006;9.73049e-007;-5.78316e-005
3.38;1.91692e-005;4.80357e-006;-4.01938e-006;-5.84243e-005
3.385;-2.61737e-007;1.24993e-005;-8.8092e-006;-5.88875e-005
3.39;1.08184e-005;1.62134e-005;-1.31608e-005;-5.92209e-005
3.395;-2.04632e-006;1.22004e-005;-1.68757e-005;-5.94248e-005
3.4;-3.05523e-005;1.71281e-006;-1.98048e-005;-5.94997e-005
3.405;9.34112e-006;-9.93701e-006;-2.18564e-005;-5.9447e-005
3.41;2.91456e-005;-1.66021e-005;-2.29989e-005;-5.9268e-005
3.415;-2.41598e-006;-1.47797e-005;-2.32605e-005;-5.89651e-005
3.42;-2.19456e-005;-6.03478e-006;-2.27224e-005;-5.85405e-005
3.425;-1.09579e-005;3.16178e-006;-2.151e-005;-5.79973e-005
3.43;1.24154e-005;5.49647e-006;-1.97795e-005;-5.73388e-005
3.435;1.44352e-005;-9.2576e-007;-1.77035e-005;-5.65686e-005
3.44;1.26932e-005;-9.56234e-006;-1.54554e-005;-5.56909e-005
3.445;-1.89042e-005;-1.00451e-005;-1.31948e-005;-5.47099e-005
3.45;-3.52551e-005;2.20354e-006;-1.10544e-005;-5.36304e-005
3.455;2.96525e-005;2.02116e-005;-9.12975e-006;-5.24572e-005
3.46;1.59842e-005;3.00795e-005;-7.47367e-006;-5.11954e-005
3.465;-5.09603e-007;2.26563e-005;-6.09383e-006;-4.98503e-005
3.47;-1.07598e-005;1.66586e-006;-4.95532e-006;-4.84272e-005
3.475;-1.67533e-005;-1.91267e-005;-3.98718e-006;-4.69316e-005
3.48;9.57621e-006;-2.68132e-005;-3.09227e-006;-4.53689e-005
3.485;5.81782e-006;-1.85939e-005;-2.15966e-006;-4.37447e-005
3.49;1.56601e-005;-2.33993e-006;-1.07817e-006;-4.20643e-005
3.495;-2.09536e-005;1.04058e-005;2.49942e-007;-4.03331e-005
3.5;-6.69507e-006;1.24374e-005;1.89667e-006;-3.85562e-005
3.505;2.58477e-005;4.41783e-006;3.8983e-006;-3.67386e-005
3.51;-2.56205e-005;-6.96323e-006;6.24881e-006;-3.48852e-005
3.515;1.14354e-005;-1.36897e-005;8.89715e-006;-3.30005e-005
3.52;4.15932e-006;-1.09642e-005;1.17487e-005;-3.10888e-005
3.525;-1.15293e-006;2.74405e-007;1.46708e-005;-2.91541e-005
3.53;-4.23701e-006;1.36385e-005;1.7502e-005;-2.72e-005
3.535;-2.72142e-006;2.05134e-005;2.00642e-005;-2.52299e-005
3.54;-3.4021e-006;1.52958e-005;2.21766e-005;-2.32469e-005
3.545;1.06788e-005;-7.42248e-008;2.36705e-005;-2.12536e-005
3.55;4.33576e-006;-1.60028e-005;2.44035e-005;-1.92523e-005
3.555;-5.22617e-007;-2.11834e-005;2.42728e-005;-1.72451e-005
3.56;-1.62033e-005;-1.13008e-005;2.32247e-005;-1.52336e-005
3.565;-5.52375e-006;6.48324e-006;2.12616e-005;-1.32193e-005
3.57;2.01461e-005;1.81706e-005;1.84445e-005;-1.12032e-005
3.575;1.74094e-006;1.40859e-005;1.4891e-005;-9.18613e-006
3.58;-4.32706e-006;-2.58211e-006;1.07697e-005;-7.1687e-006
3.585;-1.62602e-006;-1.7734e-005;6.28939e-006;-5.1513e-006
3.59;-6.53027e-006;-1.78508e-005;1.68612e-006;-3.13418e-006
3.595;-1.53285e-006;-1.47647e-006;-2.7927e-006;-1.11744e-006
3.6;2.28377e-006;1.91832e-005;-6.90531e-006;8.98881e-007
3.605;9.9827e-006;2.80077e-005;-1.04325e-005;2.91476e-006
3.61;1.00593e-005;1.78372e-005;-1.31935e-005;4.93021e-006
3.615;-2.54656e-005;-4.16158e-006;-1.50588e-005;6.94515e-006
3.62;1.83118e-006;-2.25771e-005;-1.59601e-005;8.95942e-006
3.625;7.8148e-006;-2.56872e-005;-1.58952e-005;1.09727e-005
3.63;4.27966e-006;-1.35886e-005;-1.49288e-005;1.29845e-005
3.635;1.87568e-006;3.09041e-006;-1.31874e-005;1.4994e-005
3.64;-1.43004e-005;1.18667e-005;-1.08506e-005;1.70004e-005
3.645;5.53191e-006;7.54421e-006;-8.13744e-006;1.90022e-005
3.65;3.71437e-006;-4.54878e-006;-5.29018e-006;2.09978e-005
3.655;1.29168e-005;-1.3082e-005;-2.55624e-006;2.29852e-005
3.66;-2.02627e-005;-9.56647e-006;-1.69698e-007;2.4962e-005
3.665;-8.47326e-006;4.9419e-006;1.66616e-006;2.69254e-005
